Obs,Study,Authors,Year_.online.,Year_.print.,Title,Journal,Pub_year_IF,X2017_IF,Average_n,Effect_type,Species,Climate_.FishBase.,Env_cue.stimulus.,Cue.stimulus_type,Behavioural_metric,Life_stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,InRR,InRR_V
828,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Dascyllus_aruanus,Trop,No,NA,Activity,Adult,65,34.91651706,13.86727812,62,40.28306493,11.91599172,0.14297117,0.003837965
26,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 3 dph, 550ppm (Fig 1)",Larvae,22,11.392,2.278,22,12.152,2.532,0.064582411,0.003790917
790,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 1",Larvae,66,5.83,2.6159,66,6.334,1.3648,0.082914948,0.003753889
677,a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis_cyanostigma,Trop,Yes,Habitat,Opercular beats,Adult,10,20,2.0933,11,20.156,3.3815,0.007769737,0.003654165
782,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 2",Larvae,66,6.047,2.7297,66,7.188,1.3648,0.172850688,0.003633726
462,a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,Maximum speed,Larvae,26,1.189,0.2142,26,1.034,0.255,-0.139677842,0.003587443
168,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Min approach distance, 700 uatm",Juvenile,25,19.338,4.5122,25,18.91,3.5084,-0.022381189,0.003554655
27,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 3 dph, 700ppm (Fig 1)",Larvae,22,11.392,2.278,22,22.025,4.304,0.659266817,0.003553305
332,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Mid CO2, high parents",Juvenile,105,60.492,14.6736,105,42.595,23.8447,-0.350774249,0.003544926
704,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 18 dph",Larvae,16,53.825,8.1618,16,50.876,9.3256,-0.056346744,0.003537033
100,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,74.39,0.0237,15,62.195,14.3011,-0.179046914,0.003524825
333,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, High CO2, high parents",Juvenile,105,60.492,14.6736,105,39.553,22.0105,-0.42486958,0.003509638
663,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,3.25,1.3058,60,9.74,2.014,1.097586121,0.003448723
611,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time active, Mid CO2, 7 days",Juvenile,10,576,65.2919,10,524.308,76.7556,-0.094028363,0.003428036
661,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,74,3.25,1.4624,69,9.91,2.1597,1.114889352,0.003424432
197,a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum",Glob Change Biol,6.91,8.997,60,No,Rachycentron_canadum,Subtrop,Yes,Food,"Mean track length, Mid CO2, olfactory stimulation",Larvae,60,41.35,7.9009,60,39.31,16.0342,-0.050593482,0.003381406
819,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Acanthochromis_polyacanthus,Trop,No,NA,Activity,Adult,90,28.92638878,11.24634737,86,27.30042432,10.41555916,-0.05785204,0.003372044
825,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Acanthochromis_polyacanthus,Trop,No,NA,Activity,Adult,90,28.92638878,11.24634737,86,27.30042432,10.41555916,-0.05785204,0.003372044
660,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,71,2.43,1.0954,70,9.78,1.8407,1.392448227,0.003368079
34,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 5 dph, 850ppm (Fig 1)",Larvae,20,11.899,3.038,20,87.595,3.038,1.996269556,0.003319445
269,a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion_melanopus,Trop,Yes,Mimicked threat,"Maximum speed, high-high",Juvenile,45,0.923,0.2214,37,0.864,0.2372,-0.066056466,0.003315656
101,a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus_moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,74.39,12.6734,15,61.943,8.5788,-0.183106917,0.003213658
662,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,60,2.43,1.007,61,9.44,1.3277,1.357064723,0.003186453
515,a58,Sundin & Jutfelt,2015,2016,9?28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus_rupestris,Temp,Yes,Predator,% time in predator cue,Juvenile,16,36.1494,8.0602,15,36.0725,1.169,-0.002129549,0.003177216
21,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 1 dph, 700ppm (Fig 1)",Larvae,22,11.899,2.025,22,14.177,2.785,0.17516657,0.003070575
707,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 21 dph",Larvae,16,52.042,7.8772,16,49.828,7.8772,-0.04347401,0.002993895
10,a2,Dixson et al,2009,2010,Ocean acidification disrupts the innate ability of fish to detect predator olfactory cues,Ecol Lett,10.318,9.137,15,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in non-predator cue, newly hatched, untreat vs.  Non-pred 1",Larvae,45,14.054,3.6291,45,14.516,3.609,0.032344437,0.002855408
20,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 1 dph, 550ppm (Fig 1)",Larvae,22,11.899,2.025,22,9.873,1.772,-0.186650604,0.002780677
799,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 1",Larvae,66,5.896,1.8198,66,6.19,1.8198,0.048660932,0.002752956
643,a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus_regius,Subtrop,Yes,Kin,Time at top,Juvenile,9,37.013,1.299,10,16.234,2.597,-0.824161394,0.00269599
810,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 3",Larvae,66,6.299,1.9335,66,6.398,1.8198,0.015594551,0.002653369
37,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 6 dph, 850ppm (Fig 1)",Larvae,22,9.62,2.278,22,87.089,4.051,2.20308632,0.002647143
450,a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina_presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 7 days",Larvae,12,0.768,0.1074,12,1.079,0.1074,0.340000232,0.002455318
97,a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide,Oecologia,3.412,3.127,25,Strong,Cheilodipterus_quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 550 ppm",Adult,27,63.881,3.7758,23,38.507,8.5893,-0.506181935,0.002292651
507,a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina_presbyter,Subtrop,No,NA,Swim speed,Larvae,40,154936.875,25490.4463,40,145751.875,36812.374,-0.061112086,0.002271458
801,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 3",Larvae,66,6.299,1.9335,66,6.618,1.4786,0.049402319,0.0021839
25,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 2 dph, 850ppm (Fig 1)",Larvae,22,11.646,2.532,22,82.785,1.772,1.961284112,0.002169404
531,a62,Ferrari et al,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Prey,"Boldness, low risk",Juvenile,25,2.546,0.275,25,2.378,0.49,-0.068263702,0.002165024
802,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 4",Larvae,66,6.273,1.706,66,6.517,1.706,0.038159438,0.002158923
448,a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina_presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 7 days",Larvae,12,1.469,0.1905,12,2.018,0.1905,0.317525025,0.002144029
329,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, High CO2, ctrl parents",Juvenile,225,60.492,21.48,222,31.499,18.6693,-0.652555326,0.002142765
811,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 4",Larvae,66,6.273,1.706,66,6.3,1.5923,0.004294924,0.002088521
328,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Mid CO2, ctrl parents",Juvenile,225,60.492,21.48,212,37.092,20.8502,-0.489109812,0.002050863
330,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Mid CO2, mid parents",Juvenile,245,60.492,22.4143,250,37.584,22.6419,-0.475932697,0.002012097
800,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 2",Larvae,66,6.155,1.706,66,6.317,1.4786,0.025979652,0.001994124
28,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 3 dph, 850ppm (Fig 1)",Larvae,22,11.392,2.278,22,83.038,4.81,1.98638698,0.001970059
809,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 2",Larvae,66,6.155,1.706,66,6.017,1.3648,-0.022675963,0.001943546
252,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"% time hiding, 570 uatm",Juvenile,10,79.31,9.655,10,74.483,4.828,-0.062793313,0.001902167
331,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, High CO2, mid parents",Juvenile,245,60.492,22.4143,249,34.362,19.772,-0.565559822,0.001890061
22,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 1 dph, 850ppm (Fig 1)",Larvae,22,11.899,2.025,22,18.481,1.772,0.440288814,0.001734338
98,a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide,Oecologia,3.412,3.127,25,Strong,Cheilodipterus_quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 700 ppm",Adult,27,63.881,3.7758,22,38.507,7.1388,-0.506181935,0.001691635
658,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,58,9.52,1.6755,56,10.3,2.6192,0.078749046,0.001688771
449,a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina_presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 21 days",Larvae,12,1.393,0.1524,12,1.283,0.1143,-0.082258609,0.00165883
612,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time active, High CO2, 7 days",Juvenile,10,576,65.2919,10,588.923,33.2185,0.022187784,0.001603071
652,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Average feeding strikes,high food, ctrl/ctrl vs. ctrl/CO2",Juvenile,137,22.891,7.0111,141,23.435,7.7539,0.023486811,0.001461145
513,a58,Sundin & Jutfelt,2015,2016,9?28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus_rupestris,Temp,No,NA,Swimming distance,Juvenile,16,1.594,0.177,11,2.043,0.1739,0.248172735,0.00142931
656,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,66,9.52,1.7873,71,10.17,2.5278,0.066047361,0.001404176
257,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"Mean line crosses, 960 uatm",Juvenile,10,4.969,1.00E-04,10,320.469,37.267,4.166566935,0.001352312
508,a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina_presbyter,Subtrop,No,NA,Swim speed,Larvae,40,154936.875,25490.4463,40,157061.25,25560.3603,0.013618081,0.001338802
653,a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion_percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,144,26.156,7.836,134,24.633,7.559,-0.059991602,0.001326012
262,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"Emergence time from hiding, 700 uatm",Juvenile,10,536.986,38.356,10,383.562,33.562,-0.336470747,0.00127584
